web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1701177959-1067","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Crossing Bosporus
									Samstag, 02. Dezember, 20:30
								Moods, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/crossing-bosporus-7132690341317016723.html","Crossing Bosporus","","Samstag, 02. Dezember, 20:30","Sa., 2. Dezember 2023","In diesem Trio kommen kulturelle Eigenheiten und Weltoffenheit mit viel Können und Inspiration zusammen: Burhan Öçals türkische Rhythmen verbinden sich mit dem melodiösen, poetischen Jazz Europas und dem kraftvoll pulsierendem Beat des kulturellen Schmelztiegels Londons von Heiri Känzig und Alex Wilson. Drei aussergewöhnliche Musiker haben sich gefunden! Mutig, lustvoll und mit Freude am Experimentieren loten sie Grenzen aus und schaffen Neues. Inspiration, Improvisation und Kreation aus drei Kulturkreisen begegnen sich und führen zu einem einzigartigen Musik- und Hörerlebnis. Die Musik wird zur Weltsprache! Line-Up: Alex Wilson Piano, Keyboards Heiri Känzig Bass Burhan Öçal Perkussion","","Moods, Schiffbaustrasse 6, Zürich, CH","Konzert / Jazz & Blues","20:30 Uhr"
"1701177961-1068","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Dion Lunadon (USA) / Motorizer
									Samstag, 02. Dezember, 20:30
								Gaswerk, Winterthur (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/dion-lunadon-usa-motorizer-7132758346520574758.html","Dion Lunadon (USA) / Motorizer","","Samstag, 02. Dezember, 20:30","Sa., 2. Dezember 2023","Dion lebt und atmet den Duft des Rock'n'Roll und das nicht erst seit gestern, sondern er hat es viel mehr in die Wiege gelegt bekommen. Der gebürtige Neuseeländer, der in New York City lebt, spielt Bass bei ""A Place To Bury Strangers"" und war zuvor in der Neuseeländischen Band ""The D 4"" aktiv. Er hat aber auch sein ganz eigenes Projekt bei dem ihm eine 4-Köpfige Band Beiseite steht. Roher, echter und schneller garagen Rock'n'roll vom Feinsten! Motorizer: Teilweise Garage, Stoner und Punk beeinflusster Rock'n'Roll, aber hauptsächlich Motorizer! Ohne die Absicht, Rock'n'Roll neu zu definieren, legen Motorizer den Fokus auf Energie, Enthusiasmus und die Freude am Spielen ihrer vorwärts treibenden Songs. Keine Zeit und kein Platz für überflüssigen Bullshit!","","Gaswerk, Untere Schöntalstrasse 19, Winterthur, CH","Konzert / Pop & Rock","20:30 Uhr"
"1701177963-1069","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Canastron
									Samstag, 02. Dezember, 20:30
								Hafenkneipe, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/canastron-7134943294690147413.html","Canastron","","Samstag, 02. Dezember, 20:30","Sa., 2. Dezember 2023","„Do it again this `Ska`“ – soll Prince Buster in der Entstehung des Ska lautmalerisch zu seinem Gitarristen gesagt haben, als dieser aus Versehen einen Offbeat spielte. Die Ska&Rocksteady-Band „Canastron“ aus Zürich hat sich dieses Zitat nicht nur lautmalerisch zum Ziel gesetzt. Die neunköpfige Gruppe schafft es immer wieder mit packenden Melodien, groovenden Rhythmen und einer starken Bühnenpräsenz die Herzen des Publikums zu erobern und die den Ska auszeichnende Lebensfreude auf den Zuhörer zu übertragen. Bereits seit 2006 ist die Band auf musikalischer Reise und nach Auftritten mit Bands wie Two Tone Club, Vendetta, Skaramouche, Nguru, Kalles Kaviar, Berri Txarrak, Open Season und vielen mehr hat sie sich in der Schweizer Ska-Szene einen Namen erspielt. Im Palmarès der Band finden sich auch einige Auftritte in Deutschland und im Baskenland. Nun ist es endlich an der Zeit, dass Canastron auch die Hafenkneipe-Bühne rocken!!","","Hafenkneipe, Militärstrasse 12, Zürich, CH","Konzert / Pop & Rock","20:30 Uhr"
"1701177966-1070","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				VolXRoX - Unplugged
									Samstag, 02. Dezember, 20:15
								Kultur-Keller Bären Biglen, Biglen (CH)","https://eventfrog.ch/de/p/konzert/volxrox-unplugged-7064159054604423730.html","VolXRoX - Unplugged","","Samstag, 02. Dezember, 20:15","Sa., 2. Dezember 2023","Auf seinem ersten Album kreierte das Quintett vom Rand des Emmentals einen völlig neuartigen Sound mit Örgeli, Boogie-Woogie und melodiösem Country-Rock. Nach ihrem erfolgreichen Erstlings-Album «VolXRoX», tourten die fünf live-Gig-hungrigen Emmentaler erst einmal landauf landab durch die Schweiz. Mitsingen und Feiern ist das Motto, wenn diese Band die Bühne betritt. Und das zweisprachig, in Französisch und Deutsch. Im Zuge ihres neuen Albums besannten sich die Musiker zurück an ihre Anfänge und staubten ihren Studio-Computer ab um selber Songs zu schreiben und produzieren. In diesem Prozess wurde auch wieder klar, aus was für vielseitigen Mitgliedern die Band besteht: Vom Metal-Fan, über den Jazz-Schüler, zum Country, via Boogie-Woogie bis zum Hudigägeler lässt sich alles finden. Und genau diese verschiedenen Stilrichtungen machen VolXRoX einzigartig. VolXRoX lässt sich nicht einem spezifischen Genre zuordnen, so dass die Band kurzerhand ihr eigenes Genre ""Mundartainment"" in Anlehnung an ""Mundart Entertainment"" erfunden hat.","","Kultur-Keller Bären Biglen, Bärenstutz 17, Biglen, CH","Konzert","20:15 Uhr"
"1701177968-1071","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Tinu Heiniger
									Samstag, 02. Dezember, 20:15
								Kirchgemeindehaus Arche, Kölliken (CH)","https://eventfrog.ch/de/p/konzert/singer-songwriter/tinu-heiniger-7087156693310616534.html","Tinu Heiniger","","Samstag, 02. Dezember, 20:15","Sa., 2. Dezember 2023","Tinu Heiniger & Hank Shizzoe
 Tinu Heiniger singt, liest und bläst,
 Hank Shizzoe zupft und groovt dazu 
Als Heiniger-Shizzoe-Duo präsentieren sie auf dieser Tour ihre schönsten Lieder aus dem neuen Album. Dazwischen liest Tinu Heiniger aus seinem Emmental-Buch.  
Eintritt Fr. 30.– / 20.– www.tinu-heiniger.ch","CHF 30.00","Kirchgemeindehaus Arche, Kirchgasse 8, Kölliken, CH","Konzert / Singer & Songwriter","20:15 Uhr
									
																			- 
										22:30 Uhr"
"1701177970-1072","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Joya Marleen
									Samstag, 02. Dezember, 20:15
								Flughafen Zürich, Kloten (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/joya-marleen-7127252351992200173.html","Joya Marleen","","Samstag, 02. Dezember, 20:15","Sa., 2. Dezember 2023","Diese Stimme sprengt Zeiten und Grenzen. Joya Marleen, 19 Jahre alt, überrascht mit unglaublicher Wärme und Tiefe und herausragendem Songwriting. Mit ihrer Debütsingle “Nightmare” erreichte die junge St-Gallerin als erste Schweizer Künstlerin die Spitze der nationalen Airplay Charts und gewann 2022 drei Swiss Music Awards.","","Flughafen Zürich, Kloten, CH","Konzert / Pop & Rock","20:15 Uhr"
"1701177972-1073","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Long Tall Jefferson
									Samstag, 02. Dezember, 20:15
								Atelier Hinterrüti, Horgen (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/long-tall-jefferson-7133829432477723670.html","Long Tall Jefferson","","Samstag, 02. Dezember, 20:15","Sa., 2. Dezember 2023","Wenn die Musik ins Blut fährt, fragt niemand, woher sie kommt. Wenn die Worte dich berühren, ist es kaum wichtig, wer sie singt. Der rastlose Songwriter und Storyteller Long Tall Jefferson singt ehrliche Songs mit griffigem Gitarrenspiel. Er sucht das Menschliche und entledigt es dem Alltäglichen, mal beissend konkret, mal mit Sprache malend. Mit seinem Debüt-Album I Want My Honey Back spielte der «Magier der feinen Details» (NZZ) über 200 Solo-Shows in ganz Europa, nun ist er mit seinem dritten Album erneut bei uns zu Gast.","","Atelier Hinterrüti, Hinterrütistrasse 16, Horgen, CH","Konzert / Pop & Rock","20:15 Uhr"
"1701177974-1074","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Marius Bear (sup. Riana)
									Samstag, 02. Dezember, 20:00
								scala wetzikon, Wetzikon (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/marius-bear-sup-riana-7029820542057069144.html","Marius Bear (sup. Riana)","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Boys Do Cry
 « ... seine Gefühle zeigen zu können, empfinde ich nicht als eine Schwäche, sondern als eine grosse Stärke», sagt Marius Bear, der 2022 für die Schweiz am «Eurovision Song Contest» teilgenommen hat. Der Musiker aus dem Appenzell in der Schweiz verbindet das, was auf den ersten Blick eigentlich unvereinbar scheint: selbstbewusste Stärke, Verletzlichkeit und den Mut, auch seine Schwächen zu offenbaren. Sein künstlerischer Weg ist ebenso aussergewöhnlich wie seine markante Stimme, mit der Marius Bear, u.a. mit einem Swiss Music Award ausgezeichnet, sein rasch wachsendes Publikum begeistert.
 
 support: RIANA
 Einen Namen, den man nicht vergessen wird, wenn man die junge, ausdrucksstarke Sängerin, Songschreiberin und Multi-Instrumentalistin aus dem Appenzellerland einmal live erlebt hat. Eine Stimme, die unter die Haut geht, das Herz berührt und Aufhorchen lässt. Riana – eine starke Singer / Songwriterin, die selbstbewusst, authentisch, zielgerichtet mit ihren eigenen Songs und ihren starken Texten im Gepäck daherkommt und sich ins Gedächtnis eingräbt. Eigenheit und Vielfalt, ausgedrückt in Mundart und Englisch. Ehrlich – bescheiden – fadegrad!
 
 Web: Marius Baer, Riana","CHF 42.00","scala wetzikon, Tösstalstrasse, Wetzikon, CH","Konzert / Pop & Rock","20:00 Uhr"
"1701177976-1075","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				2
			
			
			
				ArtLändler - AMBÄCK
									Samstag, 02. Dezember, 20:00
								Weisser Wind, Zürich (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/artlaendler-ambaeck-7052710725001578299.html","ArtLändler - AMBÄCK","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Mit dem prominent besetzten Trio begegnen sich drei herausragende Schweizer Volksmusiker, die sich seit Jahren abseits der ausgetretenen Pfade traditioneller Musik bewegen. Die mehrfach ausgezeichneten Musiker gehören unbestritten zu den besten ihres Genres. 
Flückiger, Gabriel und Huber haben den grossen Hype um die Neue Schweizer Volksmusik der letzten Jahre wesentlich mitgestaltet. Gerade weil sie das traditionelle Repertoire so sicher beherrschen, können sie es mit grosser Souveränität erweitern, sich in kunstvollen wie vertrackten Improvisationen verlieren und sich mit Leichtigkeit zwischen Tradition und Zeitgenössischer Volksmusik bewegen, dort wo das Überkommene und das Neue nicht mehr voneinander zu trennen sind. Die mit höchster Konzentration gespielte Musik ist eine wahre Entdeckung jenseits aller Konventionen. 
Ausgangspunkt dieses Trios ist die tiefe Verbundenheit der Musiker mit der traditionellen Musik der Innerschweiz. Das abgeschiedene Muotathal ist eine der interessantesten Musikregionen der Schweiz. Hier hatten erfindungsreiche Instrumentalisten um 1900 eine ganz eigene Musik entwickelt. Darunter auch eine sperrig-urchige Tanzmusik mit Geige, Schwyzerörgeli und Kontrabass. Genau in dieser Besetzung spielt auch das mit Markus Flückiger (Schwyerörgeli) Andreas ...
								
									 mehr anzeigen
								
							
							
																	Mit dem prominent besetzten Trio begegnen sich drei herausragende Schweizer Volksmusiker, die sich seit Jahren abseits der ausgetretenen Pfade traditioneller Musik bewegen. Die mehrfach ausgezeichneten Musiker gehören unbestritten zu den besten ihres Genres. 
Flückiger, Gabriel und Huber haben den grossen Hype um die Neue Schweizer Volksmusik der letzten Jahre wesentlich mitgestaltet. Gerade weil sie das traditionelle Repertoire so sicher beherrschen, können sie es mit grosser Souveränität erweitern, sich in kunstvollen wie vertrackten Improvisationen verlieren und sich mit Leichtigkeit zwischen Tradition und Zeitgenössischer Volksmusik bewegen, dort wo das Überkommene und das Neue nicht mehr voneinander zu trennen sind. Die mit höchster Konzentration gespielte Musik ist eine wahre Entdeckung jenseits aller Konventionen. 
Ausgangspunkt dieses Trios ist die tiefe Verbundenheit der Musiker mit der traditionellen Musik der Innerschweiz. Das abgeschiedene Muotathal ist eine der interessantesten Musikregionen der Schweiz. Hier hatten erfindungsreiche Instrumentalisten um 1900 eine ganz eigene Musik entwickelt. Darunter auch eine sperrig-urchige Tanzmusik mit Geige, Schwyzerörgeli und Kontrabass. Genau in dieser Besetzung spielt auch das mit Markus Flückiger (Schwyerörgeli) Andreas Gabriel (Geige) und Pirmin Huber (Kontrabass) herausragend besetzte Trio. So erfrischend und musikalisch interessant war die Schweizer Volksmusik schon lange nicht mehr zu hören! 
https://ambaeck.ch/
									
										 weniger anzeigen","CHF 40.00","Weisser Wind, Oberdorfstrasse 20, Zürich, CH","Konzert / Weitere Musikrichtungen","20:00 Uhr
									
																			- 
										22:00 Uhr"
"1701177978-1076","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				2
			
			
			
				5 kleinen Jägermeister
									Samstag, 02. Dezember, 20:00
								Kultur-Beiz Hirschen, Merishausen (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/5-kleinen-jaegermeister-7080108701730623372.html","5 kleinen Jägermeister","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Wenn zehntausende hellauf begeisterte Menschen Hits wie „Hier kommt Alex“, „Bonny & Clyde“ und „Pushed Again“ lautstark mitsingen und Konzertsäle und Festivalbühnen zum Beben gebracht werden, dann gibt es genau zwei Möglichkeiten: Entweder stehen Die Toten Hosen höchstselbst auf der Bühne – oder man erlebt einen Auftritt der 5 KLEINEN JÄGERMEISTER. 
Die beste Die Toten Hosen Coverband der Welt steht dem Original mit ihrer ungezähmten Live-Power, ihrer perfekten Show und ihrer unglaublichen Spielfreude in nichts nach. Nach mehr als 20 Jahren Rock’n’Roll, Autobahn und Kräuterschnaps und mittlerweile fast 700 Konzerten, sind die 5 KLEINEN JÄGERMEISTER selbst schon Kult. Wo immer die 5 Profi-Musiker aus Schleswig-Holstein aufspielen, tobt das Partyvolk und feiert jeden Auftritt, als wäre es einer des Originals.  
Türöffnung: 19Uhr 
Konzert:      20Uhr 
Näbed em Konzert gits au öpis z'trinke und e chlini Verpflägigsmöglichkeit","CHF 20.00","Kultur-Beiz Hirschen, Hauptstrasse 30, Merishausen, CH","Konzert / Pop & Rock","20:00 Uhr"
"1701177980-1077","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Martin O. - Super Looper
									Samstag, 02. Dezember, 20:00
								Casino Theater Burgdorf, Burgdorf (CH)","https://eventfrog.ch/de/p/konzert/a-cappella-vocal/martin-o-super-looper-7095314134359603343.html","Martin O. - Super Looper","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Mit «Super Looper» zaubert Martin O. eine heitere akustische Endlosschleife an Highlights und Perlen der letzten 16 Jahre und ein Kaleidoskop an brandneuen Nummern in den Zuschauerraum. Immer dabei: Das Symphonium – sein ureigenes Loopgerät aus Appenzeller Nussholz. Damit fängt er auf der Bühne Geräusche und Gesangsschnipsel seiner Stimme, funkelnde Rhythmen seiner Beatbox, den Wohlklang von weiteren Musikinstrumenten und sogar O-Töne aus dem Saal ein, schichtet sie vielfach über- und aneinander und kombiniert sie zu neuen Klangwelten und zu Songs mit viel Witz und Tiefgang.
 Willkommen im abwechslungsreichen, musikalischen Loop-Erlebnis voller Geschichten auf lachmuskelerregendem Niveau, gespickt mit fein- und hintersinnigen Zwischentönen. Alles live, alles echt und alles einzigartig Martin O.","","Casino Theater Burgdorf, Kirchbühl 14, Burgdorf, CH","Konzert / A cappella & Vocal","20:00 Uhr"
"1701177982-1078","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Ausverkauft
							
					
		

						
				Dez
				2
			
			
			
				40 Jahre Hardy's Bubbles
									Samstag, 02. Dezember, 20:00
								Casino Wohlen, Wohlen (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/40-jahre-hardy-s-bubbles-7096012490387962005.html","40 Jahre Hardy's Bubbles","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Ein abendfüllendes Konzert mit Hardy's Bubbles und den Soul Birds. 
Türöffnung 19.00 Uhr","CHF 40.00","Casino Wohlen, Zentralstrasse 30, Wohlen, CH","Konzert / Weitere Musikrichtungen","20:00 Uhr
									
																			- 
										23:00 Uhr"
"1701177984-1079","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Marius Bear
									Samstag, 02. Dezember, 20:00
								Scala, Wetzikon (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/marius-bear-7100849549938260783.html","Marius Bear","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","« ... seine Gefühle zeigen zu können, empfinde ich nicht als eine Schwäche, sondern als eine grosse Stärke», sagt Marius Bear, der 2022 für die Schweiz am «Eurovision Song Contest» teilgenommen hat. Der Musiker aus dem Appenzell in der Schweiz verbindet das, was auf den ersten Blick eigentlich unvereinbar scheint: selbstbewusste Stärke, Verletzlichkeit und den Mut, auch seine Schwächen zu offenbaren. Sein künstlerischer Weg ist ebenso aussergewöhnlich wie seine markante Stimme, mit der Marius Bear, u.a. mit einem Swiss Music Award ausgezeichnet, sein rasch wachsendes Publikum begeistert. Riana: Ein Name, den man nicht vergessen wird, wenn man die junge, ausdrucksstarke Sängerin, Songschreiberin und Multi-Instrumentalistin aus dem Appenzellerland einmal live erlebt hat. Eine Stimme, die unter die Haut geht, das Herz berührt und Aufhorchen lässt. Riana – eine starke Singer / Songwriterin, die selbstbewusst, authentisch, zielgerichtet mit ihren eigenen Songs und ihren starken Texten im Gepäck daherkommt und sich ins Gedächtnis eingräbt. Eigenheit und Vielfalt, ausgedrückt in Mundart und Englisch. Ehrlich – bescheiden – fadegrad!","","Scala, Tösstalstrasse 1, Wetzikon, CH","Konzert / Pop & Rock","20:00 Uhr"
"1701177986-1080","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				2
			
			
			
				Adventskonzert
									Samstag, 02. Dezember, 20:00
								Ref. Kirche, Urtenen-Schönbühl (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/adventskonzert-7101947447002226217.html","Adventskonzert","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","Pop’n’Gospel Jegenstorf heisst am Adventskonzert herzlich willkommen. Das Motto des neuen Repertoires hat mit dem Thema Zuversicht zu tun, gesungen werden verschiedenste Lieder aus den Musikrichtungen Gospel, Pop und afrikanische Lieder. Leitung: Renate Bichsel Bernet Piano: Theo Bichsel Bass: Mark Sonneborn-Ryser Schlagzeug: Felix Fuhrer","","Ref. Kirche, Friedhofweg 9, Urtenen-Schönbühl, CH","Konzert / World & Ethno","20:00 Uhr
									
																			- 
										21:30 Uhr"
"1701177988-1081","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				2
			
			
			
				FURY & The Three Sum LIVE
									Samstag, 02. Dezember, 20:00
								Met-Bar Lenzburg, Lenzburg (CH)","https://eventfrog.ch/de/p/konzert/hard-rock-heavy-metal/fury-the-three-sum-live-7102964730109596787.html","FURY & The Three Sum LIVE","","Samstag, 02. Dezember, 20:00","Sa., 2. Dezember 2023","UK Heavy Metal 
Eintritt: 20.00 CHF
 Doors: 20.00 Uhr
 Konzertende: ca. 23:30 Uhr 
Der Vorverkauf läuft bis 19.00 Uhr am Konzerttag. Die restlichen Tickets werden an der Abendkasse verkauft. Reservationen nehmen wir nicht entgegen. 
Bitte denkt auf dem Hinweg daran, dass bei uns in der Bar nur mit Bargeld bezahlt werden kann. 
  
FURY (UK) 
Fury are an electrifying blend of hard rock and heavy metal, who are currently lighting up stages across the UK and Europe with their irresistible brand of high energy, no nonsense rock’n’roll! 
After releasing two well received studio albums in 2014 & 2016 respectively, Fury went through an evolutionary process in the band’s line-up and direction in 2018. The new line-up still featured founding member Julian Jenkins on vocals and rhythm guitar, but he was now joined by well-renowned bass player, Becky Baldwin. Together with drummer Tom Fenn and guitarist Jake Elwell, Fury’s new sound would be forged, focusing on writing accessible songs rooted in the styles of traditional rock & metal with a fresh modern twist. In 2019 the band set to work on what would become their third studio album “The Grand Prize”. Recording was finished in early 2020 and the release date was set for April 2nd. 10 days prior to the album’s scheduled release, ...
								
									 mehr anzeigen
								
							
							
																	UK Heavy Metal 
Eintritt: 20.00 CHF
 Doors: 20.00 Uhr
 Konzertende: ca. 23:30 Uhr 
Der Vorverkauf läuft bis 19.00 Uhr am Konzerttag. Die restlichen Tickets werden an der Abendkasse verkauft. Reservationen nehmen wir nicht entgegen. 
Bitte denkt auf dem Hinweg daran, dass bei uns in der Bar nur mit Bargeld bezahlt werden kann. 
  
FURY (UK) 
Fury are an electrifying blend of hard rock and heavy metal, who are currently lighting up stages across the UK and Europe with their irresistible brand of high energy, no nonsense rock’n’roll! 
After releasing two well received studio albums in 2014 & 2016 respectively, Fury went through an evolutionary process in the band’s line-up and direction in 2018. The new line-up still featured founding member Julian Jenkins on vocals and rhythm guitar, but he was now joined by well-renowned bass player, Becky Baldwin. Together with drummer Tom Fenn and guitarist Jake Elwell, Fury’s new sound would be forged, focusing on writing accessible songs rooted in the styles of traditional rock & metal with a fresh modern twist. In 2019 the band set to work on what would become their third studio album “The Grand Prize”. Recording was finished in early 2020 and the release date was set for April 2nd. 10 days prior to the album’s scheduled release, the UK was put into lockdown due to the Coronavirus pandemic. Although the planned album launch show and subsequent tour dates had to be postponed, the band were committed to releasing the album. Rather than focusing on the negative aspects, such as the tour postponement, Fury fully embraced getting out to their audience via social media, which led to huge growth in the band’s following. In March 2022 Fury released their 4th album “Born to Sin” and embarked on their biggest tour to date. With 50+ dates headlining shows across the UK & Europe and playing festivals such as Download & UrRock in Switzerland as main support to Skid Row. For this tour, the band recruited the incredibly talented backing vocalist Nyah Ifill to bring new energy to the live shows. This formula worked so well that Fury welcomed Nyah as a permanent member of the band, who will inevitably play a huge part in the band’s future. In addition to this, Becky had the honour of being handpicked to play bass for Mercyful Fate on their recent North American tour. A huge achievement that has surely raised the profile of both herself and Fury. With all these pieces now in place, Fury are set to take the next step in their career and unleash their energy onto a global audience. 
  
THE THREE SUM 
THE THREE SUM have already been stirring up the domestic Swiss Rock scene for a few years and are now releasing their new EP “Kingdom Fall” on 12/02/2022 via Dr. Music Records. With wacky little horror stories and a dystopian mix of Punk Rock and Metal, they continue their foray in a scary road cruiser on the dusty asphalt of the international Rock ’n’ Roll highway. The sinister mood with just the right pinch of hot rod flair was musically perfected in the studio by producer Mack Schildknecht (China, Second Reign, All To Get Her). Then Grammy-nominated New York mastering specialist Mike Kalajian of Rogue Planet Mastering (The Devil Wears Prada, New Found Glory, A Day To Remember) put the finishing touches on the record. Inspired by the never-ending trouble in the world, the music and lyrics of some songs take on almost political overtones, something that hasn’t been seen before in THE THREE SUM Rock ’n’ Roll universe. 
THE THREE SUM can already look back on twelve eventful years of band history, in which the musicians Flavio Lamberti (vocals and bass), Pascal Artho (guitar) and Harry Müller (drums) initially thrilled their fans with classic 90s Pop Punk. With their debut album “With You”, brilliantly produced by Tarmo Simola, the trio based near Zurich made it 2016 into the official German college radio charts and then into the MTV.de Top100 video charts with their second single “Friends”. The band opened the great Swiss Rock The Ring Festival a year earlier, sharing the stage with such acts as Papa Roach, Five Finger Death Punch, Alice Cooper and Billy Idol. With their 2019 EP “Nice Night For A Walk”, THE THREE SUM opened new horizons and changed from their debut album’s good mood sound á la Blink-182 to an explosive cocktail of Punk, Heavy Metal and Rock ’n’ Roll. Thanks to the ominous lyrics and ingenious cover artwork, the EP gave off the vibe of an archetypal B-horror movie and immediately landed on some of the major Rock playlists. Due to the pandemic, the Punk Rock musicians could not celebrate the success of this EP extensively on tour as planned and so they used the unwanted free time to produce “Kingdom Fall”. Inspired by all the events of the last years, the hard-hitting opener “Long Live The King” is about mighty people in many realms, from entertainment to politics, not always using their power to benefit the weaker ones but gaining even more control and influence. This song sticks with its damn catchy melodicore sound in the head and is not without reason the second single. In “Fade To Black”, the Swiss ask themselves why certain people and institutions constantly assume the right to determine what others have to believe and think and try to enforce it with all means. They threaten, they murder, they feed people misinformation and woe betide anyone who does not accept their lies and resists. THE THREE SUM have expressed their lack of understanding of this in “Fade To Black”. The first single, “Coming After You”, is the musical link between the EP and the evolution of their Punk ’n’ Roll sound on “Kingdom Fall”. As a horror movie fan, singer Flavio Lamberti likes to write songs on this subject because there are always great metaphors. The title song and, simultaneously, the third single “Kingdom Fall”, in turn, unites the stories of the previous songs for the finale. Imagine if there could be a world not dominated by lies, abuse of power, and a false messiah. That’s the kind of world everyone would secretly like to see. A little bit of anarchy? Maybe. Or maybe just the wish for some peace to finally return. But for that to happen, the old kingdom must fall so that this world can be reborn. 
On stage, THE THREE SUM don’t take any prisoners and make sure with sweaty shows that every fan shares for that moment what feels like the best time of his life with the band. The five new songs manifest themselves on “Kingdom Fall” into a power-packed musical muscle car with which the Swiss trio provides additional speed on the Rock ’n’ Roll Highway. Not only fans of bands such as Papa Roach, Asking Alexandra or A Day To Remember should get in and step on the gas with THE THREE SUM!
									
										 weniger anzeigen","CHF 20.00","Met-Bar Lenzburg, Niederlenzerstrasse 29, Lenzburg, CH","Konzert / Hard Rock & Heavy Metal","20:00 Uhr
									
																			- 
										23:30 Uhr"
