BFS_NR,GEO_NAME,VALUE,UNIT,STATUS,STATUS_DESC,DESC_VAL,PERIOD_REF,SOURCE,LAST_UPDATE,GEOM_CODE,GEOM,GEOM_PERIOD,MAP_ID,MAP_URL
1201,Altdorf (UR),902.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1202,Andermatt,21.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1203,Attinghausen,35.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1204,Bauen,43.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1205,Bürglen (UR),75.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1206,Erstfeld,63.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1207,Flüelen,161.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1208,Göschenen,4.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1209,Gurtnellen,6.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1210,Hospental,5.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1211,Isenthal,8.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1212,Realp,1.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1213,Schattdorf,321.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1214,Seedorf (UR),115.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1215,Seelisberg,51.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1216,Silenen,14.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1217,Sisikon,22.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1218,Spiringen,12.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1219,Unterschächen,8.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1220,Wassen,4.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1301,Einsiedeln,155.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1311,Gersau,157.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1321,Feusisberg,299.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1322,Freienbach,1173.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1323,Wollerau,1127.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1331,Küssnacht (SZ),426,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1341,Altendorf,338.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1342,Galgenen,391.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1343,Innerthal,3.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1344,Lachen,3538.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1345,Reichenburg,308.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1346,Schübelbach,312.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1347,Tuggen,239.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1348,Vorderthal,36.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1349,Wangen (SZ),589.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1361,Alpthal,26.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1362,Arth,279.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1363,Illgau,72.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1364,Ingenbohl,653.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1365,Lauerz,116.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1366,Morschach,53.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1367,Muotathal,20.6,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1368,Oberiberg,26.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1369,Riemenstalden,7.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1370,Rothenthurm,104.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1371,Sattel,110.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1372,Schwyz,279.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1373,Steinen,283.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1374,Steinerberg,132.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1375,Unteriberg,50.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1401,Alpnach,111.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1402,Engelberg,55.2,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1403,Giswil,42.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1404,Kerns,66.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1405,Lungern,45.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1406,Sachseln,93.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1407,Sarnen,139.9,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1501,Beckenried,147.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1502,Buochs,541.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1503,Dallenwil,118.4,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1504,Emmetten,55.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1505,Ennetbürgen,490,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1506,Ennetmoos,149.8,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1507,Hergiswil (NW),397.3,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1508,Oberdorf (NW),193.5,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1509,Stans,752.1,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1510,Stansstad,487.7,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
1511,Wolfenschiessen,23,Einwohner pro km²,A,Normaler Wert,,2016-12-31,"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)",2021-10-23,polg,Politische Gemeinden,2016-07-01,20695,https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/20695_de.html
